timestamp,tekst_oryginalny,frazy_kluczowe,znalezione_frazy,ilosc_wszystkich,wyniki_spacy,wyniki_gpt,statystyki,wyniki
2025-01-06 07:09:57,"Zielone Doniczki
Kolor zielony symbolizuje witalność, nadzieję i równowagę. Nic dziwnego, że obecnoś...",zielone doniczki,,,"{""zielone doniczki"": {""count"": 2, ""variants"": [""Zielone Doniczki"", ""zielone doniczki""]}}","{""zielone doniczki"": [{""fragment"": ""zielone doniczki"", ""typ"": ""dokładne""}, {""fragment"": ""zielone donice"", ""typ"": ""odmiana""}, {""fragment"": ""zielone doniczki."", ""typ"": ""rozdzielone""}, {""fragment"": ""zielone - doniczki"", ""typ"": ""rozdzielone""}, {""fragment"": ""zielone doniczki jednokolorowe"", ""typ"": ""rozszerzone""}, {""fragment"": ""zielone doniczki w oryginalne wzory"", ""typ"": ""rozszerzone""}, {""fragment"": ""doniczki zielone"", ""typ"": ""zmieniona_kolejność""}]}","{""total_spacy_matches"": 2, ""total_gpt_variants"": 7, ""match_types"": {""dokładne"": 1, ""odmiana"": 1, ""rozdzielone"": 2, ""zmieniona_kolejność"": 1, ""rozszerzone"": 2}}",
2025-01-06 07:12:47,"Zielone Doniczki
Kolor zielony symbolizuje witalność, nadzieję i równowagę. Nic dziwnego, że obecnoś...",zielone doniczki,,,"{""zielone doniczki"": {""count"": 2, ""variants"": [""Zielone Doniczki"", ""zielone doniczki""]}}","{""zielone doniczki"": [{""fragment"": ""zielone doniczki"", ""typ"": ""dokładne""}, {""fragment"": ""zielone donice"", ""typ"": ""odmiana""}, {""fragment"": ""zielone doniczki."", ""typ"": ""rozdzielone""}, {""fragment"": ""zielone - doniczki"", ""typ"": ""rozdzielone""}, {""fragment"": ""zielone doniczki jednokolorowe"", ""typ"": ""rozszerzone""}, {""fragment"": ""zielone doniczki w oryginalne wzory"", ""typ"": ""rozszerzone""}, {""fragment"": ""doniczki zielone"", ""typ"": ""zmieniona_kolejność""}]}","{""total_spacy_matches"": 2, ""total_gpt_variants"": 7, ""match_types"": {""dokładne"": 1, ""odmiana"": 1, ""rozdzielone"": 2, ""zmieniona_kolejność"": 1, ""rozszerzone"": 2}}",
2025-01-06 07:15:38,"Zielone Doniczki
Kolor zielony symbolizuje witalność, nadzieję i równowagę. Nic dziwnego, że obecnoś...",zielone doniczki,,,"{""zielone doniczki"": {""count"": 2, ""variants"": [""Zielone Doniczki"", ""zielone doniczki""]}}","{""zielone doniczki"": [{""fragment"": ""Zielone Doniczki"", ""typ"": ""dokładne""}, {""fragment"": ""zielone doniczki"", ""typ"": ""odmiana""}, {""fragment"": ""zielone donice"", ""typ"": ""odmiana""}]}","{""total_spacy_matches"": 2, ""total_gpt_variants"": 3, ""match_types"": {""dokładne"": 1, ""odmiana"": 2, ""rozdzielone"": 0, ""zmieniona_kolejność"": 0, ""rozszerzone"": 0}}",
2025-01-06 07:16:19,"Jak schudnąć? Dieta i sposoby na zdrowe odchudzanie
Zastanawiasz się, jak schudnąć? Odkryj sprawdzon...",jak schudnąć,,,"{""jak schudnąć"": {""count"": 2, ""variants"": [""Jak schudnąć"", ""jak schudnąć""]}}","{""jak schudnąć"": [{""fragment"": ""jak schudnąć?"", ""typ"": ""dokładne""}, {""fragment"": ""jak schudnąć?"", ""typ"": ""odmiana""}, {""fragment"": ""jak schudnąć?"", ""typ"": ""rozdzielone""}, {""fragment"": ""jak schudnąć?"", ""typ"": ""zmieniona kolejność""}, {""fragment"": ""jak schudnąć?"", ""typ"": ""rozszerzone""}, {""fragment"": ""jak schudnąć?"", ""typ"": ""odmiana""}]}","{""total_spacy_matches"": 2, ""total_gpt_variants"": 6, ""match_types"": {""dokładne"": 1, ""odmiana"": 2, ""rozdzielone"": 1, ""zmieniona_kolejność"": 0, ""rozszerzone"": 1}}",
2025-01-06 07:22:34,"Zielone Doniczki
Kolor zielony symbolizuje witalność, nadzieję i równowagę. Nic dziwnego, że obecnoś...",zielone doniczki,,,,,"{""total"": 3, ""dokładne"": 0, ""odmiana"": 1, ""rozdzielone"": 0, ""zmieniona_kolejność"": 0, ""rozszerzone"": 0, ""lematyzacja"": 2}","[{""fraza_bazowa"": ""zielone doniczki"", ""znaleziony_fragment"": ""Zielone Doniczki"", ""typ"": ""lematyzacja"", ""źródło"": ""SpaCy""}, {""fraza_bazowa"": ""zielone doniczki"", ""znaleziony_fragment"": ""zielone doniczki"", ""typ"": ""lematyzacja"", ""źródło"": ""SpaCy""}, {""fraza_bazowa"": ""zielone doniczki"", ""znaleziony_fragment"": ""zielone donice"", ""typ"": ""odmiana"", ""źródło"": ""GPT-4-mini""}]"
2025-01-06 07:23:07,"Zielone Doniczki
Kolor zielony symbolizuje witalność, nadzieję i równowagę. Nic dziwnego, że obecnoś...",donice zieline,,,,,"{""total"": 5, ""dokładne"": 1, ""odmiana"": 1, ""rozdzielone"": 0, ""zmieniona_kolejność"": 0, ""rozszerzone"": 3, ""lematyzacja"": 0}","[{""fraza_bazowa"": ""donice zieline"", ""znaleziony_fragment"": ""zielone doniczki"", ""typ"": ""dokładne"", ""źródło"": ""GPT-4-mini""}, {""fraza_bazowa"": ""donice zieline"", ""znaleziony_fragment"": ""zielone donice"", ""typ"": ""odmiana"", ""źródło"": ""GPT-4-mini""}, {""fraza_bazowa"": ""donice zieline"", ""znaleziony_fragment"": ""zielone doniczki jednokolorowe"", ""typ"": ""rozszerzone"", ""źródło"": ""GPT-4-mini""}, {""fraza_bazowa"": ""donice zieline"", ""znaleziony_fragment"": ""zielone donice geometryczne"", ""typ"": ""rozszerzone"", ""źródło"": ""GPT-4-mini""}, {""fraza_bazowa"": ""donice zieline"", ""znaleziony_fragment"": ""zielone donice proste"", ""typ"": ""rozszerzone"", ""źródło"": ""GPT-4-mini""}]"
2025-01-06 07:33:04,"Zielone Doniczki
Kolor zielony symbolizuje witalność, nadzieję i równowagę. Nic dziwnego, że obecnoś...",zielone doniczki,,,,,"{""total"": 4, ""dokładne"": 0, ""odmiana"": 2, ""rozdzielone"": 0, ""zmieniona_kolejność"": 0, ""rozszerzone"": 0, ""lematyzacja"": 2}","[{""fraza_bazowa"": ""zielone doniczki"", ""znaleziony_fragment"": ""Zielone Doniczki"", ""typ"": ""lematyzacja"", ""źródło"": ""SpaCy""}, {""fraza_bazowa"": ""zielone doniczki"", ""znaleziony_fragment"": ""zielone doniczki"", ""typ"": ""lematyzacja"", ""źródło"": ""SpaCy""}, {""fraza_bazowa"": ""zielone doniczki"", ""znaleziony_fragment"": ""zielone donice"", ""typ"": ""odmiana"", ""źródło"": ""GPT-4-mini""}, {""fraza_bazowa"": ""zielone doniczki"", ""znaleziony_fragment"": ""zielonej doniczki"", ""typ"": ""odmiana"", ""źródło"": ""GPT-4-mini""}]"
2025-01-06 07:34:30,"Zielone Doniczki
Kolor zielony symbolizuje witalność, nadzieję i równowagę. Nic dziwnego, że obecnoś...",zielone doniczki,,,,,"{""total"": 4, ""dokładne"": 0, ""odmiana"": 2, ""rozdzielone"": 0, ""zmieniona_kolejność"": 0, ""rozszerzone"": 0, ""lematyzacja"": 2}","[{""fraza_bazowa"": ""zielone doniczki"", ""znaleziony_fragment"": ""Zielone Doniczki"", ""typ"": ""lematyzacja"", ""źródło"": ""SpaCy""}, {""fraza_bazowa"": ""zielone doniczki"", ""znaleziony_fragment"": ""zielone doniczki"", ""typ"": ""lematyzacja"", ""źródło"": ""SpaCy""}, {""fraza_bazowa"": ""zielone doniczki"", ""znaleziony_fragment"": ""zielone donice"", ""typ"": ""odmiana"", ""źródło"": ""GPT-4-mini""}, {""fraza_bazowa"": ""zielone doniczki"", ""znaleziony_fragment"": ""zielonej doniczki"", ""typ"": ""odmiana"", ""źródło"": ""GPT-4-mini""}]"
2025-01-06 07:36:26,"Zielone Doniczki
Kolor zielony symbolizuje witalność, nadzieję i równowagę. Nic dziwnego, że obecnoś...",zielone doniczki,,,,,"{""total"": 4, ""dokładne"": 0, ""odmiana"": 2, ""rozdzielone"": 0, ""zmieniona_kolejność"": 0, ""rozszerzone"": 0, ""lematyzacja"": 2}","[{""fraza_bazowa"": ""zielone doniczki"", ""znaleziony_fragment"": ""Zielone Doniczki"", ""typ"": ""lematyzacja"", ""źródło"": ""SpaCy""}, {""fraza_bazowa"": ""zielone doniczki"", ""znaleziony_fragment"": ""zielone doniczki"", ""typ"": ""lematyzacja"", ""źródło"": ""SpaCy""}, {""fraza_bazowa"": ""zielone doniczki"", ""znaleziony_fragment"": ""zielone donice"", ""typ"": ""odmiana"", ""źródło"": ""GPT-4-mini""}, {""fraza_bazowa"": ""zielone doniczki"", ""znaleziony_fragment"": ""zielonej doniczki"", ""typ"": ""odmiana"", ""źródło"": ""GPT-4-mini""}]"
2025-01-06 07:46:52,"Zielone Doniczki
Kolor zielony symbolizuje witalność, nadzieję i równowagę. Nic dziwnego, że obecnoś...",zielone doniczki,,,,,"{""total"": 3, ""dokładne"": 0, ""odmiana"": 1, ""rozdzielone"": 0, ""przestawione"": 0, ""rozszerzone"": 0, ""lematyzacja"": 2}","[{""fraza_bazowa"": ""zielone doniczki"", ""znaleziony_fragment"": ""Zielone Doniczki"", ""typ"": ""lematyzacja"", ""źródło"": ""SpaCy""}, {""fraza_bazowa"": ""zielone doniczki"", ""znaleziony_fragment"": ""zielone doniczki"", ""typ"": ""lematyzacja"", ""źródło"": ""SpaCy""}, {""fraza_bazowa"": ""zielone doniczki"", ""znaleziony_fragment"": ""zielone donice"", ""typ"": ""odmiana"", ""źródło"": ""GPT-4-mini""}]"
2025-01-06 07:51:07,"Jak schudnąć? Dieta i sposoby na zdrowe odchudzanie
Zastanawiasz się, jak schudnąć? Odkryj sprawdzon...",jak schudnąć,,,,,"{""total"": 2, ""dokładne"": 0, ""odmiana"": 0, ""rozdzielone"": 0, ""przestawione"": 0, ""rozszerzone"": 0, ""lematyzacja"": 2}","[{""fraza_bazowa"": ""jak schudnąć"", ""znaleziony_fragment"": ""Jak schudnąć"", ""typ"": ""lematyzacja"", ""źródło"": ""SpaCy""}, {""fraza_bazowa"": ""jak schudnąć"", ""znaleziony_fragment"": ""jak schudnąć"", ""typ"": ""lematyzacja"", ""źródło"": ""SpaCy""}]"
2025-01-06 07:56:31,"Jak schudnąć? Dieta i sposoby na zdrowe odchudzanie
Zastanawiasz się, jak schudnąć? Odkryj sprawdzon...",jak schudnąć,,,,,"{""total"": 7, ""dokładne"": 2, ""odmiana"": 1, ""rozdzielone"": 0, ""przestawione"": 0, ""rozszerzone"": 2, ""lematyzacja"": 2}","[{""fraza_bazowa"": ""jak schudnąć"", ""znaleziony_fragment"": ""Jak schudnąć"", ""typ"": ""lematyzacja"", ""źródło"": ""SpaCy""}, {""fraza_bazowa"": ""jak schudnąć"", ""znaleziony_fragment"": ""jak schudnąć"", ""typ"": ""lematyzacja"", ""źródło"": ""SpaCy""}, {""fraza_bazowa"": ""jak schudnąć"", ""znaleziony_fragment"": ""jak schudnąć?"", ""typ"": ""dokładne"", ""źródło"": ""GPT-4-mini""}, {""fraza_bazowa"": ""jak schudnąć"", ""znaleziony_fragment"": ""Aby schudnąć,"", ""typ"": ""odmiana"", ""źródło"": ""GPT-4-mini""}, {""fraza_bazowa"": ""jak schudnąć"", ""znaleziony_fragment"": ""Nie wiesz, jak schudnąć?"", ""typ"": ""rozszerzone"", ""źródło"": ""GPT-4-mini""}, {""fraza_bazowa"": ""jak schudnąć"", ""znaleziony_fragment"": ""Jak schudnąć?"", ""typ"": ""dokładne"", ""źródło"": ""GPT-4-mini""}, {""fraza_bazowa"": ""jak schudnąć"", ""znaleziony_fragment"": ""Wiesz już, jak schudnąć."", ""typ"": ""rozszerzone"", ""źródło"": ""GPT-4-mini""}]"
2025-01-06 08:22:07,"Zielone Doniczki
Kolor zielony symbolizuje witalność, nadzieję i równowagę. Nic dziwnego, że obecnoś...",zielone doniczki,,,,,"{""total"": 2, ""dokładne"": 0, ""odmiana"": 0, ""rozdzielone"": 0, ""przestawione"": 0, ""rozszerzone"": 0, ""lematyzacja"": 2}","[{""fraza_bazowa"": ""zielone doniczki"", ""znaleziony_fragment"": ""Zielone Doniczki"", ""typ"": ""lematyzacja"", ""źródło"": ""SpaCy""}, {""fraza_bazowa"": ""zielone doniczki"", ""znaleziony_fragment"": ""zielone doniczki"", ""typ"": ""lematyzacja"", ""źródło"": ""SpaCy""}]"
2025-01-06 08:24:53,"Zielone Doniczki
Kolor zielony symbolizuje witalność, nadzieję i równowagę. Nic dziwnego, że obecnoś...",zielone doniczki,,,,,"{""total"": 2, ""dokładne"": 0, ""odmiana"": 0, ""rozdzielone"": 0, ""przestawione"": 0, ""rozszerzone"": 0, ""lematyzacja"": 2}","[{""fraza_bazowa"": ""zielone doniczki"", ""znaleziony_fragment"": ""Zielone Doniczki"", ""typ"": ""lematyzacja"", ""źródło"": ""SpaCy""}, {""fraza_bazowa"": ""zielone doniczki"", ""znaleziony_fragment"": ""zielone doniczki"", ""typ"": ""lematyzacja"", ""źródło"": ""SpaCy""}]"
2025-01-06 08:25:06,"Zielone Doniczki
Kolor zielony symbolizuje witalność, nadzieję i równowagę. Nic dziwnego, że obecnoś...",zielone doniczki,,,,,"{""total"": 2, ""dokładne"": 0, ""odmiana"": 0, ""rozdzielone"": 0, ""przestawione"": 0, ""rozszerzone"": 0, ""lematyzacja"": 2}","[{""fraza_bazowa"": ""zielone doniczki"", ""znaleziony_fragment"": ""Zielone Doniczki"", ""typ"": ""lematyzacja"", ""źródło"": ""SpaCy""}, {""fraza_bazowa"": ""zielone doniczki"", ""znaleziony_fragment"": ""zielone doniczki"", ""typ"": ""lematyzacja"", ""źródło"": ""SpaCy""}]"
2025-01-06 08:25:16,"Zielone Doniczki
Kolor zielony symbolizuje witalność, nadzieję i równowagę. Nic dziwnego, że obecnoś...",zielone doniczki,,,,,"{""total"": 2, ""dokładne"": 0, ""odmiana"": 0, ""rozdzielone"": 0, ""przestawione"": 0, ""rozszerzone"": 0, ""lematyzacja"": 2}","[{""fraza_bazowa"": ""zielone doniczki"", ""znaleziony_fragment"": ""Zielone Doniczki"", ""typ"": ""lematyzacja"", ""źródło"": ""SpaCy""}, {""fraza_bazowa"": ""zielone doniczki"", ""znaleziony_fragment"": ""zielone doniczki"", ""typ"": ""lematyzacja"", ""źródło"": ""SpaCy""}]"
2025-01-06 08:26:11,"Zielone Doniczki
Kolor zielony symbolizuje witalność, nadzieję i równowagę. Nic dziwnego, że obecnoś...",zielone doniczki,,,,,"{""total"": 2, ""dokładne"": 0, ""odmiana"": 0, ""rozdzielone"": 0, ""przestawione"": 0, ""rozszerzone"": 0, ""lematyzacja"": 2}","[{""fraza_bazowa"": ""zielone doniczki"", ""znaleziony_fragment"": ""Zielone Doniczki"", ""typ"": ""lematyzacja"", ""źródło"": ""SpaCy""}, {""fraza_bazowa"": ""zielone doniczki"", ""znaleziony_fragment"": ""zielone doniczki"", ""typ"": ""lematyzacja"", ""źródło"": ""SpaCy""}]"
2025-01-06 08:26:16,"Zielone Doniczki
Kolor zielony symbolizuje witalność, nadzieję i równowagę. Nic dziwnego, że obecnoś...",zielone doniczki,,,,,"{""total"": 2, ""dokładne"": 0, ""odmiana"": 0, ""rozdzielone"": 0, ""przestawione"": 0, ""rozszerzone"": 0, ""lematyzacja"": 2}","[{""fraza_bazowa"": ""zielone doniczki"", ""znaleziony_fragment"": ""Zielone Doniczki"", ""typ"": ""lematyzacja"", ""źródło"": ""SpaCy""}, {""fraza_bazowa"": ""zielone doniczki"", ""znaleziony_fragment"": ""zielone doniczki"", ""typ"": ""lematyzacja"", ""źródło"": ""SpaCy""}]"
2025-01-06 08:52:59,"Zielone Doniczki
Kolor zielony symbolizuje witalność, nadzieję i równowagę. Nic dziwnego, że obecnoś...",ZIELONE DONICZKI,,,,,"{""total"": 3, ""dokładne"": 0, ""odmiana"": 1, ""rozdzielone"": 0, ""przestawione"": 0, ""rozszerzone"": 0, ""lematyzacja"": 2}","[{""fraza_bazowa"": ""ZIELONE DONICZKI"", ""znaleziony_fragment"": ""Zielone Doniczki"", ""typ"": ""lematyzacja"", ""źródło"": ""SpaCy""}, {""fraza_bazowa"": ""ZIELONE DONICZKI"", ""znaleziony_fragment"": ""zielone doniczki"", ""typ"": ""lematyzacja"", ""źródło"": ""SpaCy""}, {""fraza_bazowa"": ""ZIELONE DONICZKI"", ""znaleziony_fragment"": ""zielone donice"", ""typ"": ""odmiana"", ""źródło"": ""GPT-4-mini""}]"
